SUMLEV,COUNTY,PLACE,PRIMGEO_FLAG,NAME,POPTYPE,YEAR,POPULATION
162,0,6080,0,Black Creek town,POPESTIMATE,2016,768
162,0,6080,0,Black Creek town,POPESTIMATE,2017,772
162,0,6140,0,Black Mountain town,CENSUSPOP,2010,7848
162,0,6140,0,Black Mountain town,ESTIMATESBASE,2010,7839
162,0,6140,0,Black Mountain town,POPESTIMATE,2010,7842
162,0,6140,0,Black Mountain town,POPESTIMATE,2011,7855
162,0,6140,0,Black Mountain town,POPESTIMATE,2012,7933
162,0,6140,0,Black Mountain town,POPESTIMATE,2013,8018
162,0,6140,0,Black Mountain town,POPESTIMATE,2014,8088
162,0,6140,0,Black Mountain town,POPESTIMATE,2015,8118
162,0,6140,0,Black Mountain town,POPESTIMATE,2016,8154
162,0,6140,0,Black Mountain town,POPESTIMATE,2017,8150
162,0,6240,0,Bladenboro town,CENSUSPOP,2010,1750
162,0,6240,0,Bladenboro town,ESTIMATESBASE,2010,1748
162,0,6240,0,Bladenboro town,POPESTIMATE,2010,1749
162,0,6240,0,Bladenboro town,POPESTIMATE,2011,1734
162,0,6240,0,Bladenboro town,POPESTIMATE,2012,1729
162,0,6240,0,Bladenboro town,POPESTIMATE,2013,1722
162,0,6240,0,Bladenboro town,POPESTIMATE,2014,1717
162,0,6240,0,Bladenboro town,POPESTIMATE,2015,1704
162,0,6240,0,Bladenboro town,POPESTIMATE,2016,1676
162,0,6240,0,Bladenboro town,POPESTIMATE,2017,1657
162,0,6500,0,Blowing Rock town,CENSUSPOP,2010,1241
162,0,6500,0,Blowing Rock town,ESTIMATESBASE,2010,1239
162,0,6500,0,Blowing Rock town,POPESTIMATE,2010,1235
162,0,6500,0,Blowing Rock town,POPESTIMATE,2011,1236
162,0,6500,0,Blowing Rock town,POPESTIMATE,2012,1221
162,0,6500,0,Blowing Rock town,POPESTIMATE,2013,1218
162,0,6500,0,Blowing Rock town,POPESTIMATE,2014,1220
162,0,6500,0,Blowing Rock town,POPESTIMATE,2015,1227
162,0,6500,0,Blowing Rock town,POPESTIMATE,2016,1241
162,0,6500,0,Blowing Rock town,POPESTIMATE,2017,1263
162,0,6660,0,Boardman town,CENSUSPOP,2010,157
162,0,6660,0,Boardman town,ESTIMATESBASE,2010,157
162,0,6660,0,Boardman town,POPESTIMATE,2010,157
162,0,6660,0,Boardman town,POPESTIMATE,2011,156
162,0,6660,0,Boardman town,POPESTIMATE,2012,156
162,0,6660,0,Boardman town,POPESTIMATE,2013,154
162,0,6660,0,Boardman town,POPESTIMATE,2014,153
162,0,6660,0,Boardman town,POPESTIMATE,2015,152
162,0,6660,0,Boardman town,POPESTIMATE,2016,156
162,0,6660,0,Boardman town,POPESTIMATE,2017,155
162,0,6740,0,Bogue town,CENSUSPOP,2010,684
162,0,6740,0,Bogue town,ESTIMATESBASE,2010,682
162,0,6740,0,Bogue town,POPESTIMATE,2010,684
162,0,6740,0,Bogue town,POPESTIMATE,2011,691
162,0,6740,0,Bogue town,POPESTIMATE,2012,690
162,0,6740,0,Bogue town,POPESTIMATE,2013,697
162,0,6740,0,Bogue town,POPESTIMATE,2014,699
162,0,6740,0,Bogue town,POPESTIMATE,2015,699
162,0,6740,0,Bogue town,POPESTIMATE,2016,699
162,0,6740,0,Bogue town,POPESTIMATE,2017,700
162,0,6760,0,Boiling Spring Lakes city,CENSUSPOP,2010,5372
162,0,6760,0,Boiling Spring Lakes city,ESTIMATESBASE,2010,5372
162,0,6760,0,Boiling Spring Lakes city,POPESTIMATE,2010,5387
162,0,6760,0,Boiling Spring Lakes city,POPESTIMATE,2011,5440
162,0,6760,0,Boiling Spring Lakes city,POPESTIMATE,2012,5493
162,0,6760,0,Boiling Spring Lakes city,POPESTIMATE,2013,5582
162,0,6760,0,Boiling Spring Lakes city,POPESTIMATE,2014,5656
162,0,6760,0,Boiling Spring Lakes city,POPESTIMATE,2015,5761
162,0,6760,0,Boiling Spring Lakes city,POPESTIMATE,2016,5890
162,0,6760,0,Boiling Spring Lakes city,POPESTIMATE,2017,6028
162,0,6800,0,Boiling Springs town,CENSUSPOP,2010,4647
162,0,6800,0,Boiling Springs town,ESTIMATESBASE,2010,4632
162,0,6800,0,Boiling Springs town,POPESTIMATE,2010,4626
162,0,6800,0,Boiling Springs town,POPESTIMATE,2011,4598
162,0,6800,0,Boiling Springs town,POPESTIMATE,2012,4577
162,0,6800,0,Boiling Springs town,POPESTIMATE,2013,4547
162,0,6800,0,Boiling Springs town,POPESTIMATE,2014,4646
