SUMLEV,COUNTY,PLACE,PRIMGEO_FLAG,NAME,POPTYPE,YEAR,POPULATION
162,0,37220,0,Laurinburg city,POPESTIMATE,2016,15239
162,0,37220,0,Laurinburg city,POPESTIMATE,2017,15156
162,0,37260,0,Lawndale town,CENSUSPOP,2010,606
162,0,37260,0,Lawndale town,ESTIMATESBASE,2010,601
162,0,37260,0,Lawndale town,POPESTIMATE,2010,600
162,0,37260,0,Lawndale town,POPESTIMATE,2011,597
162,0,37260,0,Lawndale town,POPESTIMATE,2012,595
162,0,37260,0,Lawndale town,POPESTIMATE,2013,590
162,0,37260,0,Lawndale town,POPESTIMATE,2014,591
162,0,37260,0,Lawndale town,POPESTIMATE,2015,589
162,0,37260,0,Lawndale town,POPESTIMATE,2016,589
162,0,37260,0,Lawndale town,POPESTIMATE,2017,589
162,0,37640,0,Leggett town,CENSUSPOP,2010,60
162,0,37640,0,Leggett town,ESTIMATESBASE,2010,60
162,0,37640,0,Leggett town,POPESTIMATE,2010,60
162,0,37640,0,Leggett town,POPESTIMATE,2011,59
162,0,37640,0,Leggett town,POPESTIMATE,2012,59
162,0,37640,0,Leggett town,POPESTIMATE,2013,59
162,0,37640,0,Leggett town,POPESTIMATE,2014,58
162,0,37640,0,Leggett town,POPESTIMATE,2015,57
162,0,37640,0,Leggett town,POPESTIMATE,2016,57
162,0,37640,0,Leggett town,POPESTIMATE,2017,56
162,0,37680,0,Leland town,CENSUSPOP,2010,13527
162,0,37680,0,Leland town,ESTIMATESBASE,2010,13747
162,0,37680,0,Leland town,POPESTIMATE,2010,14043
162,0,37680,0,Leland town,POPESTIMATE,2011,14640
162,0,37680,0,Leland town,POPESTIMATE,2012,15229
162,0,37680,0,Leland town,POPESTIMATE,2013,16144
162,0,37680,0,Leland town,POPESTIMATE,2014,17040
162,0,37680,0,Leland town,POPESTIMATE,2015,17972
162,0,37680,0,Leland town,POPESTIMATE,2016,18904
162,0,37680,0,Leland town,POPESTIMATE,2017,19976
162,0,37760,0,Lenoir city,CENSUSPOP,2010,18228
162,0,37760,0,Lenoir city,ESTIMATESBASE,2010,18230
162,0,37760,0,Lenoir city,POPESTIMATE,2010,18221
162,0,37760,0,Lenoir city,POPESTIMATE,2011,18079
162,0,37760,0,Lenoir city,POPESTIMATE,2012,17979
162,0,37760,0,Lenoir city,POPESTIMATE,2013,17959
162,0,37760,0,Lenoir city,POPESTIMATE,2014,17875
162,0,37760,0,Lenoir city,POPESTIMATE,2015,17821
162,0,37760,0,Lenoir city,POPESTIMATE,2016,17912
162,0,37760,0,Lenoir city,POPESTIMATE,2017,17943
162,0,38030,0,Lewiston Woodville town,CENSUSPOP,2010,549
162,0,38030,0,Lewiston Woodville town,ESTIMATESBASE,2010,559
162,0,38030,0,Lewiston Woodville town,POPESTIMATE,2010,559
162,0,38030,0,Lewiston Woodville town,POPESTIMATE,2011,547
162,0,38030,0,Lewiston Woodville town,POPESTIMATE,2012,539
162,0,38030,0,Lewiston Woodville town,POPESTIMATE,2013,532
162,0,38030,0,Lewiston Woodville town,POPESTIMATE,2014,524
162,0,38030,0,Lewiston Woodville town,POPESTIMATE,2015,519
162,0,38030,0,Lewiston Woodville town,POPESTIMATE,2016,505
162,0,38030,0,Lewiston Woodville town,POPESTIMATE,2017,499
162,0,38040,0,Lewisville town,CENSUSPOP,2010,12639
162,0,38040,0,Lewisville town,ESTIMATESBASE,2010,12706
162,0,38040,0,Lewisville town,POPESTIMATE,2010,12747
162,0,38040,0,Lewisville town,POPESTIMATE,2011,12907
162,0,38040,0,Lewisville town,POPESTIMATE,2012,13043
162,0,38040,0,Lewisville town,POPESTIMATE,2013,13179
162,0,38040,0,Lewisville town,POPESTIMATE,2014,13310
162,0,38040,0,Lewisville town,POPESTIMATE,2015,13512
162,0,38040,0,Lewisville town,POPESTIMATE,2016,13702
162,0,38040,0,Lewisville town,POPESTIMATE,2017,13913
162,0,38060,0,Lexington city,CENSUSPOP,2010,18931
162,0,38060,0,Lexington city,ESTIMATESBASE,2010,18931
162,0,38060,0,Lexington city,POPESTIMATE,2010,18922
162,0,38060,0,Lexington city,POPESTIMATE,2011,18889
162,0,38060,0,Lexington city,POPESTIMATE,2012,18859
162,0,38060,0,Lexington city,POPESTIMATE,2013,18870
162,0,38060,0,Lexington city,POPESTIMATE,2014,19106
162,0,38060,0,Lexington city,POPESTIMATE,2015,18944
162,0,38060,0,Lexington city,POPESTIMATE,2016,18908
162,0,38060,0,Lexington city,POPESTIMATE,2017,18775
162,0,38100,0,Liberty town,CENSUSPOP,2010,2656
162,0,38100,0,Liberty town,ESTIMATESBASE,2010,2656
162,0,38100,0,Liberty town,POPESTIMATE,2010,2659
162,0,38100,0,Liberty town,POPESTIMATE,2011,2652
162,0,38100,0,Liberty town,POPESTIMATE,2012,2657
162,0,38100,0,Liberty town,POPESTIMATE,2013,2651
162,0,38100,0,Liberty town,POPESTIMATE,2014,2654
162,0,38100,0,Liberty town,POPESTIMATE,2015,2655
162,0,38100,0,Liberty town,POPESTIMATE,2016,2659
162,0,38100,0,Liberty town,POPESTIMATE,2017,2659
162,0,38200,0,Lilesville town,CENSUSPOP,2010,536
162,0,38200,0,Lilesville town,ESTIMATESBASE,2010,524
162,0,38200,0,Lilesville town,POPESTIMATE,2010,522
162,0,38200,0,Lilesville town,POPESTIMATE,2011,515
162,0,38200,0,Lilesville town,POPESTIMATE,2012,511
162,0,38200,0,Lilesville town,POPESTIMATE,2013,507
162,0,38200,0,Lilesville town,POPESTIMATE,2014,501
162,0,38200,0,Lilesville town,POPESTIMATE,2015,493
162,0,38200,0,Lilesville town,POPESTIMATE,2016,490
162,0,38200,0,Lilesville town,POPESTIMATE,2017,486
162,0,38220,0,Lillington town,CENSUSPOP,2010,3194
162,0,38220,0,Lillington town,ESTIMATESBASE,2010,3186
162,0,38220,0,Lillington town,POPESTIMATE,2010,3206
162,0,38220,0,Lillington town,POPESTIMATE,2011,3279
162,0,38220,0,Lillington town,POPESTIMATE,2012,3336
162,0,38220,0,Lillington town,POPESTIMATE,2013,3392
162,0,38220,0,Lillington town,POPESTIMATE,2014,3426
162,0,38220,0,Lillington town,POPESTIMATE,2015,3433
162,0,38220,0,Lillington town,POPESTIMATE,2016,3548
162,0,38220,0,Lillington town,POPESTIMATE,2017,3582
162,0,38320,0,Lincolnton city,CENSUSPOP,2010,10486
162,0,38320,0,Lincolnton city,ESTIMATESBASE,2010,10331
162,0,38320,0,Lincolnton city,POPESTIMATE,2010,10343
162,0,38320,0,Lincolnton city,POPESTIMATE,2011,10354
162,0,38320,0,Lincolnton city,POPESTIMATE,2012,10397
162,0,38320,0,Lincolnton city,POPESTIMATE,2013,10437
162,0,38320,0,Lincolnton city,POPESTIMATE,2014,10467
162,0,38320,0,Lincolnton city,POPESTIMATE,2015,10576
162,0,38320,0,Lincolnton city,POPESTIMATE,2016,10620
162,0,38320,0,Lincolnton city,POPESTIMATE,2017,10776
162,0,38360,0,Linden town,CENSUSPOP,2010,130
162,0,38360,0,Linden town,ESTIMATESBASE,2010,130
162,0,38360,0,Linden town,POPESTIMATE,2010,130
162,0,38360,0,Linden town,POPESTIMATE,2011,133
162,0,38360,0,Linden town,POPESTIMATE,2012,131
162,0,38360,0,Linden town,POPESTIMATE,2013,132
162,0,38360,0,Linden town,POPESTIMATE,2014,133
162,0,38360,0,Linden town,POPESTIMATE,2015,131
162,0,38360,0,Linden town,POPESTIMATE,2016,131
162,0,38360,0,Linden town,POPESTIMATE,2017,130
162,0,38680,0,Littleton town,CENSUSPOP,2010,674
162,0,38680,0,Littleton town,ESTIMATESBASE,2010,656
162,0,38680,0,Littleton town,POPESTIMATE,2010,654
162,0,38680,0,Littleton town,POPESTIMATE,2011,646
162,0,38680,0,Littleton town,POPESTIMATE,2012,641
162,0,38680,0,Littleton town,POPESTIMATE,2013,635
162,0,38680,0,Littleton town,POPESTIMATE,2014,629
162,0,38680,0,Littleton town,POPESTIMATE,2015,624
162,0,38680,0,Littleton town,POPESTIMATE,2016,617
162,0,38680,0,Littleton town,POPESTIMATE,2017,609
162,0,38860,0,Locust city,CENSUSPOP,2010,2930
162,0,38860,0,Locust city,ESTIMATESBASE,2010,2926
162,0,38860,0,Locust city,POPESTIMATE,2010,2926
162,0,38860,0,Locust city,POPESTIMATE,2011,2932
162,0,38860,0,Locust city,POPESTIMATE,2012,2990
162,0,38860,0,Locust city,POPESTIMATE,2013,3021
162,0,38860,0,Locust city,POPESTIMATE,2014,3026
162,0,38860,0,Locust city,POPESTIMATE,2015,3037
162,0,38860,0,Locust city,POPESTIMATE,2016,3139
162,0,38860,0,Locust city,POPESTIMATE,2017,3176
162,0,39280,0,Long View town,CENSUSPOP,2010,4871
162,0,39280,0,Long View town,ESTIMATESBASE,2010,4865
162,0,39280,0,Long View town,POPESTIMATE,2010,4862
162,0,39280,0,Long View town,POPESTIMATE,2011,4851
162,0,39280,0,Long View town,POPESTIMATE,2012,4850
162,0,39280,0,Long View town,POPESTIMATE,2013,4848
162,0,39280,0,Long View town,POPESTIMATE,2014,4845
162,0,39280,0,Long View town,POPESTIMATE,2015,4852
162,0,39280,0,Long View town,POPESTIMATE,2016,4851
162,0,39280,0,Long View town,POPESTIMATE,2017,4886
162,0,39360,0,Louisburg town,CENSUSPOP,2010,3359
162,0,39360,0,Louisburg town,ESTIMATESBASE,2010,3414
162,0,39360,0,Louisburg town,POPESTIMATE,2010,3425
162,0,39360,0,Louisburg town,POPESTIMATE,2011,3436
162,0,39360,0,Louisburg town,POPESTIMATE,2012,3462
162,0,39360,0,Louisburg town,POPESTIMATE,2013,3497
162,0,39360,0,Louisburg town,POPESTIMATE,2014,3484
162,0,39360,0,Louisburg town,POPESTIMATE,2015,3505
162,0,39360,0,Louisburg town,POPESTIMATE,2016,3473
162,0,39360,0,Louisburg town,POPESTIMATE,2017,3533
162,0,39420,0,Love Valley town,CENSUSPOP,2010,90
162,0,39420,0,Love Valley town,ESTIMATESBASE,2010,99
162,0,39420,0,Love Valley town,POPESTIMATE,2010,99
162,0,39420,0,Love Valley town,POPESTIMATE,2011,100
162,0,39420,0,Love Valley town,POPESTIMATE,2012,102
162,0,39420,0,Love Valley town,POPESTIMATE,2013,103
162,0,39420,0,Love Valley town,POPESTIMATE,2014,104
162,0,39420,0,Love Valley town,POPESTIMATE,2015,107
162,0,39420,0,Love Valley town,POPESTIMATE,2016,106
162,0,39420,0,Love Valley town,POPESTIMATE,2017,108
162,0,39480,0,Lowell city,CENSUSPOP,2010,3526
162,0,39480,0,Lowell city,ESTIMATESBASE,2010,3528
162,0,39480,0,Lowell city,POPESTIMATE,2010,3528
162,0,39480,0,Lowell city,POPESTIMATE,2011,3535
162,0,39480,0,Lowell city,POPESTIMATE,2012,3533
162,0,39480,0,Lowell city,POPESTIMATE,2013,3549
162,0,39480,0,Lowell city,POPESTIMATE,2014,3551
162,0,39480,0,Lowell city,POPESTIMATE,2015,3575
162,0,39480,0,Lowell city,POPESTIMATE,2016,3623
162,0,39480,0,Lowell city,POPESTIMATE,2017,3654
162,0,39600,0,Lucama town,CENSUSPOP,2010,1108
162,0,39600,0,Lucama town,ESTIMATESBASE,2010,1136
162,0,39600,0,Lucama town,POPESTIMATE,2010,1136
162,0,39600,0,Lucama town,POPESTIMATE,2011,1133
162,0,39600,0,Lucama town,POPESTIMATE,2012,1139
162,0,39600,0,Lucama town,POPESTIMATE,2013,1135
162,0,39600,0,Lucama town,POPESTIMATE,2014,1135
162,0,39600,0,Lucama town,POPESTIMATE,2015,1133
162,0,39600,0,Lucama town,POPESTIMATE,2016,1133
162,0,39600,0,Lucama town,POPESTIMATE,2017,1137
162,0,39680,0,Lumber Bridge town,CENSUSPOP,2010,94
162,0,39680,0,Lumber Bridge town,ESTIMATESBASE,2010,92
162,0,39680,0,Lumber Bridge town,POPESTIMATE,2010,92
162,0,39680,0,Lumber Bridge town,POPESTIMATE,2011,92
162,0,39680,0,Lumber Bridge town,POPESTIMATE,2012,93
162,0,39680,0,Lumber Bridge town,POPESTIMATE,2013,92
162,0,39680,0,Lumber Bridge town,POPESTIMATE,2014,92
162,0,39680,0,Lumber Bridge town,POPESTIMATE,2015,92
162,0,39680,0,Lumber Bridge town,POPESTIMATE,2016,91
162,0,39680,0,Lumber Bridge town,POPESTIMATE,2017,90
162,0,39700,0,Lumberton city,CENSUSPOP,2010,21542
162,0,39700,0,Lumberton city,ESTIMATESBASE,2010,21548
162,0,39700,0,Lumberton city,POPESTIMATE,2010,21570
162,0,39700,0,Lumberton city,POPESTIMATE,2011,21640
162,0,39700,0,Lumberton city,POPESTIMATE,2012,21649
162,0,39700,0,Lumberton city,POPESTIMATE,2013,21566
162,0,39700,0,Lumberton city,POPESTIMATE,2014,21560
162,0,39700,0,Lumberton city,POPESTIMATE,2015,21407
162,0,39700,0,Lumberton city,POPESTIMATE,2016,21212
162,0,39700,0,Lumberton city,POPESTIMATE,2017,21040
162,0,39880,0,McAdenville town,CENSUSPOP,2010,651
162,0,39880,0,McAdenville town,ESTIMATESBASE,2010,631
162,0,39880,0,McAdenville town,POPESTIMATE,2010,630
162,0,39880,0,McAdenville town,POPESTIMATE,2011,633
162,0,39880,0,McAdenville town,POPESTIMATE,2012,633
162,0,39880,0,McAdenville town,POPESTIMATE,2013,635
162,0,39880,0,McAdenville town,POPESTIMATE,2014,638
162,0,39880,0,McAdenville town,POPESTIMATE,2015,641
162,0,39880,0,McAdenville town,POPESTIMATE,2016,654
162,0,39880,0,McAdenville town,POPESTIMATE,2017,660
162,0,39960,0,Macclesfield town,CENSUSPOP,2010,471
162,0,39960,0,Macclesfield town,ESTIMATESBASE,2010,471
162,0,39960,0,Macclesfield town,POPESTIMATE,2010,472
162,0,39960,0,Macclesfield town,POPESTIMATE,2011,466
162,0,39960,0,Macclesfield town,POPESTIMATE,2012,465
162,0,39960,0,Macclesfield town,POPESTIMATE,2013,462
162,0,39960,0,Macclesfield town,POPESTIMATE,2014,456
162,0,39960,0,Macclesfield town,POPESTIMATE,2015,450
162,0,39960,0,Macclesfield town,POPESTIMATE,2016,444
162,0,39960,0,Macclesfield town,POPESTIMATE,2017,438
162,0,40140,0,McDonald town,CENSUSPOP,2010,113
162,0,40140,0,McDonald town,ESTIMATESBASE,2010,113
162,0,40140,0,McDonald town,POPESTIMATE,2010,113
162,0,40140,0,McDonald town,POPESTIMATE,2011,114
162,0,40140,0,McDonald town,POPESTIMATE,2012,114
162,0,40140,0,McDonald town,POPESTIMATE,2013,113
162,0,40140,0,McDonald town,POPESTIMATE,2014,113
162,0,40140,0,McDonald town,POPESTIMATE,2015,113
162,0,40140,0,McDonald town,POPESTIMATE,2016,112
162,0,40140,0,McDonald town,POPESTIMATE,2017,111
162,0,40240,0,McFarlan town,CENSUSPOP,2010,117
162,0,40240,0,McFarlan town,ESTIMATESBASE,2010,117
162,0,40240,0,McFarlan town,POPESTIMATE,2010,117
162,0,40240,0,McFarlan town,POPESTIMATE,2011,115
162,0,40240,0,McFarlan town,POPESTIMATE,2012,114
162,0,40240,0,McFarlan town,POPESTIMATE,2013,113
162,0,40240,0,McFarlan town,POPESTIMATE,2014,112
162,0,40240,0,McFarlan town,POPESTIMATE,2015,110
162,0,40240,0,McFarlan town,POPESTIMATE,2016,109
162,0,40240,0,McFarlan town,POPESTIMATE,2017,109
162,0,40540,0,Macon town,CENSUSPOP,2010,119
162,0,40540,0,Macon town,ESTIMATESBASE,2010,119
162,0,40540,0,Macon town,POPESTIMATE,2010,119
162,0,40540,0,Macon town,POPESTIMATE,2011,119
162,0,40540,0,Macon town,POPESTIMATE,2012,117
162,0,40540,0,Macon town,POPESTIMATE,2013,117
162,0,40540,0,Macon town,POPESTIMATE,2014,115
162,0,40540,0,Macon town,POPESTIMATE,2015,114
162,0,40540,0,Macon town,POPESTIMATE,2016,112
162,0,40540,0,Macon town,POPESTIMATE,2017,112
162,0,40560,0,Madison town,CENSUSPOP,2010,2246
162,0,40560,0,Madison town,ESTIMATESBASE,2010,2240
162,0,40560,0,Madison town,POPESTIMATE,2010,2240
162,0,40560,0,Madison town,POPESTIMATE,2011,2229
162,0,40560,0,Madison town,POPESTIMATE,2012,2210
162,0,40560,0,Madison town,POPESTIMATE,2013,2183
162,0,40560,0,Madison town,POPESTIMATE,2014,2178
162,0,40560,0,Madison town,POPESTIMATE,2015,2171
162,0,40560,0,Madison town,POPESTIMATE,2016,2158
162,0,40560,0,Madison town,POPESTIMATE,2017,2134
162,0,40600,0,Maggie Valley town,CENSUSPOP,2010,1150
162,0,40600,0,Maggie Valley town,ESTIMATESBASE,2010,1140
162,0,40600,0,Maggie Valley town,POPESTIMATE,2010,1139
162,0,40600,0,Maggie Valley town,POPESTIMATE,2011,1142
162,0,40600,0,Maggie Valley town,POPESTIMATE,2012,1143
162,0,40600,0,Maggie Valley town,POPESTIMATE,2013,1148
162,0,40600,0,Maggie Valley town,POPESTIMATE,2014,1154
162,0,40600,0,Maggie Valley town,POPESTIMATE,2015,1164
162,0,40600,0,Maggie Valley town,POPESTIMATE,2016,1185
162,0,40600,0,Maggie Valley town,POPESTIMATE,2017,1199
162,0,40640,0,Magnolia town,CENSUSPOP,2010,939
162,0,40640,0,Magnolia town,ESTIMATESBASE,2010,935
162,0,40640,0,Magnolia town,POPESTIMATE,2010,939
162,0,40640,0,Magnolia town,POPESTIMATE,2011,948
162,0,40640,0,Magnolia town,POPESTIMATE,2012,952
162,0,40640,0,Magnolia town,POPESTIMATE,2013,955
162,0,40640,0,Magnolia town,POPESTIMATE,2014,959
162,0,40640,0,Magnolia town,POPESTIMATE,2015,951
162,0,40640,0,Magnolia town,POPESTIMATE,2016,957
162,0,40640,0,Magnolia town,POPESTIMATE,2017,949
162,0,40660,0,Maiden town,CENSUSPOP,2010,3310
162,0,40660,0,Maiden town,ESTIMATESBASE,2010,3329
162,0,40660,0,Maiden town,POPESTIMATE,2010,3334
162,0,40660,0,Maiden town,POPESTIMATE,2011,3345
162,0,40660,0,Maiden town,POPESTIMATE,2012,3340
162,0,40660,0,Maiden town,POPESTIMATE,2013,3370
162,0,40660,0,Maiden town,POPESTIMATE,2014,3375
162,0,40660,0,Maiden town,POPESTIMATE,2015,3385
162,0,40660,0,Maiden town,POPESTIMATE,2016,3394
162,0,40660,0,Maiden town,POPESTIMATE,2017,3419
162,0,41060,0,Manteo town,CENSUSPOP,2010,1434
162,0,41060,0,Manteo town,ESTIMATESBASE,2010,1328
162,0,41060,0,Manteo town,POPESTIMATE,2010,1331
162,0,41060,0,Manteo town,POPESTIMATE,2011,1339
162,0,41060,0,Manteo town,POPESTIMATE,2012,1349
162,0,41060,0,Manteo town,POPESTIMATE,2013,1364
162,0,41060,0,Manteo town,POPESTIMATE,2014,1367
162,0,41060,0,Manteo town,POPESTIMATE,2015,1388
162,0,41060,0,Manteo town,POPESTIMATE,2016,1407
162,0,41060,0,Manteo town,POPESTIMATE,2017,1435
162,0,41380,0,Marietta town,CENSUSPOP,2010,175
162,0,41380,0,Marietta town,ESTIMATESBASE,2010,175
162,0,41380,0,Marietta town,POPESTIMATE,2010,175
162,0,41380,0,Marietta town,POPESTIMATE,2011,176
162,0,41380,0,Marietta town,POPESTIMATE,2012,176
162,0,41380,0,Marietta town,POPESTIMATE,2013,175
162,0,41380,0,Marietta town,POPESTIMATE,2014,175
162,0,41380,0,Marietta town,POPESTIMATE,2015,174
162,0,41380,0,Marietta town,POPESTIMATE,2016,173
162,0,41380,0,Marietta town,POPESTIMATE,2017,171
162,0,41420,0,Marion city,CENSUSPOP,2010,7838
162,0,41420,0,Marion city,ESTIMATESBASE,2010,8057
162,0,41420,0,Marion city,POPESTIMATE,2010,8063
162,0,41420,0,Marion city,POPESTIMATE,2011,8019
162,0,41420,0,Marion city,POPESTIMATE,2012,7967
162,0,41420,0,Marion city,POPESTIMATE,2013,7933
162,0,41420,0,Marion city,POPESTIMATE,2014,7886
162,0,41420,0,Marion city,POPESTIMATE,2015,7724
162,0,41420,0,Marion city,POPESTIMATE,2016,7641
162,0,41420,0,Marion city,POPESTIMATE,2017,7640
162,0,41580,0,Marshall town,CENSUSPOP,2010,872
162,0,41580,0,Marshall town,ESTIMATESBASE,2010,874
162,0,41580,0,Marshall town,POPESTIMATE,2010,875
162,0,41580,0,Marshall town,POPESTIMATE,2011,874
162,0,41580,0,Marshall town,POPESTIMATE,2012,870
162,0,41580,0,Marshall town,POPESTIMATE,2013,879
162,0,41580,0,Marshall town,POPESTIMATE,2014,879
162,0,41580,0,Marshall town,POPESTIMATE,2015,878
162,0,41580,0,Marshall town,POPESTIMATE,2016,892
162,0,41580,0,Marshall town,POPESTIMATE,2017,903
162,0,41620,0,Mars Hill town,CENSUSPOP,2010,1869
162,0,41620,0,Mars Hill town,ESTIMATESBASE,2010,1869
162,0,41620,0,Mars Hill town,POPESTIMATE,2010,1869
162,0,41620,0,Mars Hill town,POPESTIMATE,2011,1942
162,0,41620,0,Mars Hill town,POPESTIMATE,2012,2044
162,0,41620,0,Mars Hill town,POPESTIMATE,2013,2130
162,0,41620,0,Mars Hill town,POPESTIMATE,2014,2156
162,0,41620,0,Mars Hill town,POPESTIMATE,2015,2088
162,0,41620,0,Mars Hill town,POPESTIMATE,2016,2096
162,0,41620,0,Mars Hill town,POPESTIMATE,2017,2118
162,0,41640,0,Marshville town,CENSUSPOP,2010,2402
162,0,41640,0,Marshville town,ESTIMATESBASE,2010,2433
162,0,41640,0,Marshville town,POPESTIMATE,2010,2441
162,0,41640,0,Marshville town,POPESTIMATE,2011,2466
162,0,41640,0,Marshville town,POPESTIMATE,2012,2492
162,0,41640,0,Marshville town,POPESTIMATE,2013,2541
162,0,41640,0,Marshville town,POPESTIMATE,2014,2592
162,0,41640,0,Marshville town,POPESTIMATE,2015,2639
162,0,41640,0,Marshville town,POPESTIMATE,2016,2642
162,0,41640,0,Marshville town,POPESTIMATE,2017,2690
162,0,41720,0,Marvin village,CENSUSPOP,2010,5579
162,0,41720,0,Marvin village,ESTIMATESBASE,2010,5579
162,0,41720,0,Marvin village,POPESTIMATE,2010,5605
162,0,41720,0,Marvin village,POPESTIMATE,2011,5690
162,0,41720,0,Marvin village,POPESTIMATE,2012,5785
162,0,41720,0,Marvin village,POPESTIMATE,2013,5890
162,0,41720,0,Marvin village,POPESTIMATE,2014,6030
162,0,41720,0,Marvin village,POPESTIMATE,2015,6151
162,0,41720,0,Marvin village,POPESTIMATE,2016,6362
162,0,41720,0,Marvin village,POPESTIMATE,2017,6490
162,0,41960,0,Matthews town,CENSUSPOP,2010,27198
162,0,41960,0,Matthews town,ESTIMATESBASE,2010,27183
162,0,41960,0,Matthews town,POPESTIMATE,2010,27291
162,0,41960,0,Matthews town,POPESTIMATE,2011,27937
162,0,41960,0,Matthews town,POPESTIMATE,2012,28633
162,0,41960,0,Matthews town,POPESTIMATE,2013,29337
162,0,41960,0,Matthews town,POPESTIMATE,2014,30068
162,0,41960,0,Matthews town,POPESTIMATE,2015,30784
162,0,41960,0,Matthews town,POPESTIMATE,2016,31529
162,0,41960,0,Matthews town,POPESTIMATE,2017,32117
162,0,42020,0,Maxton town,CENSUSPOP,2010,2426
162,0,42020,0,Maxton town,ESTIMATESBASE,2010,2435
162,0,42020,0,Maxton town,POPESTIMATE,2010,2438
162,0,42020,0,Maxton town,POPESTIMATE,2011,2448
162,0,42020,0,Maxton town,POPESTIMATE,2012,2449
162,0,42020,0,Maxton town,POPESTIMATE,2013,2441
162,0,42020,0,Maxton town,POPESTIMATE,2014,2435
162,0,42020,0,Maxton town,POPESTIMATE,2015,2423
162,0,42020,0,Maxton town,POPESTIMATE,2016,2401
162,0,42020,0,Maxton town,POPESTIMATE,2017,2383
162,0,42060,0,Mayodan town,CENSUSPOP,2010,2478
162,0,42060,0,Mayodan town,ESTIMATESBASE,2010,2477
162,0,42060,0,Mayodan town,POPESTIMATE,2010,2477
162,0,42060,0,Mayodan town,POPESTIMATE,2011,2481
162,0,42060,0,Mayodan town,POPESTIMATE,2012,2469
162,0,42060,0,Mayodan town,POPESTIMATE,2013,2454
162,0,42060,0,Mayodan town,POPESTIMATE,2014,2448
162,0,42060,0,Mayodan town,POPESTIMATE,2015,2443
162,0,42060,0,Mayodan town,POPESTIMATE,2016,2423
162,0,42060,0,Mayodan town,POPESTIMATE,2017,2409
162,0,42100,0,Maysville town,CENSUSPOP,2010,1019
162,0,42100,0,Maysville town,ESTIMATESBASE,2010,1027
162,0,42100,0,Maysville town,POPESTIMATE,2010,1023
162,0,42100,0,Maysville town,POPESTIMATE,2011,1017
162,0,42100,0,Maysville town,POPESTIMATE,2012,1016
162,0,42100,0,Maysville town,POPESTIMATE,2013,1009
162,0,42100,0,Maysville town,POPESTIMATE,2014,994
162,0,42100,0,Maysville town,POPESTIMATE,2015,989
162,0,42100,0,Maysville town,POPESTIMATE,2016,962
162,0,42100,0,Maysville town,POPESTIMATE,2017,959
162,0,42240,0,Mebane city,CENSUSPOP,2010,11393
162,0,42240,0,Mebane city,ESTIMATESBASE,2010,11347
162,0,42240,0,Mebane city,POPESTIMATE,2010,11421
162,0,42240,0,Mebane city,POPESTIMATE,2011,12212
162,0,42240,0,Mebane city,POPESTIMATE,2012,12593
162,0,42240,0,Mebane city,POPESTIMATE,2013,12877
162,0,42240,0,Mebane city,POPESTIMATE,2014,13185
162,0,42240,0,Mebane city,POPESTIMATE,2015,13568
162,0,42240,0,Mebane city,POPESTIMATE,2016,14015
162,0,42240,0,Mebane city,POPESTIMATE,2017,14973
162,0,42480,0,Mesic town,CENSUSPOP,2010,220
162,0,42480,0,Mesic town,ESTIMATESBASE,2010,220
162,0,42480,0,Mesic town,POPESTIMATE,2010,219
162,0,42480,0,Mesic town,POPESTIMATE,2011,221
162,0,42480,0,Mesic town,POPESTIMATE,2012,218
162,0,42480,0,Mesic town,POPESTIMATE,2013,215
162,0,42480,0,Mesic town,POPESTIMATE,2014,215
162,0,42480,0,Mesic town,POPESTIMATE,2015,213
162,0,42480,0,Mesic town,POPESTIMATE,2016,212
162,0,42480,0,Mesic town,POPESTIMATE,2017,209
162,0,42620,0,Micro town,CENSUSPOP,2010,441
162,0,42620,0,Micro town,ESTIMATESBASE,2010,441
162,0,42620,0,Micro town,POPESTIMATE,2010,442
162,0,42620,0,Micro town,POPESTIMATE,2011,450
162,0,42620,0,Micro town,POPESTIMATE,2012,454
162,0,42620,0,Micro town,POPESTIMATE,2013,461
162,0,42620,0,Micro town,POPESTIMATE,2014,470
162,0,42620,0,Micro town,POPESTIMATE,2015,480
162,0,42620,0,Micro town,POPESTIMATE,2016,492
162,0,42620,0,Micro town,POPESTIMATE,2017,505
162,0,42640,0,Middleburg town,CENSUSPOP,2010,133
162,0,42640,0,Middleburg town,ESTIMATESBASE,2010,143
162,0,42640,0,Middleburg town,POPESTIMATE,2010,143
162,0,42640,0,Middleburg town,POPESTIMATE,2011,142
162,0,42640,0,Middleburg town,POPESTIMATE,2012,142
162,0,42640,0,Middleburg town,POPESTIMATE,2013,140
162,0,42640,0,Middleburg town,POPESTIMATE,2014,140
162,0,42640,0,Middleburg town,POPESTIMATE,2015,140
162,0,42640,0,Middleburg town,POPESTIMATE,2016,140
162,0,42640,0,Middleburg town,POPESTIMATE,2017,139
162,0,42700,0,Middlesex town,CENSUSPOP,2010,822
162,0,42700,0,Middlesex town,ESTIMATESBASE,2010,818
162,0,42700,0,Middlesex town,POPESTIMATE,2010,819
162,0,42700,0,Middlesex town,POPESTIMATE,2011,818
162,0,42700,0,Middlesex town,POPESTIMATE,2012,816
162,0,42700,0,Middlesex town,POPESTIMATE,2013,813
162,0,42700,0,Middlesex town,POPESTIMATE,2014,811
162,0,42700,0,Middlesex town,POPESTIMATE,2015,810
